OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage
50139,9,CRACKERS,Crackers,3-4 months,opened,FROZEN
50139,10,DELI_ITEM,Cheesecake,1 week,,REFRIGERATED
50139,11,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",2-5 years,unopened,SHELF
50139,12,SHELF_ITEM,Worcestershire Sauce,1 year,unopened,SHELF
50139,13,DELI_ITEM,Pate,1-2 days,,REFRIGERATED
50139,14,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED
50139,15,FRUIT,"Peaches, nectarines",3-4 days,,REFRIGERATED
50140,1,VEGETABLES,Leeks,1-2 weeks,,REFRIGERATED
50140,2,DIARY,"Cottage cheese, ricotta",,Do not freeze,FROZEN
50140,3,BAKERY,"Cakes, made from mix",4 months,,FROZEN
50140,4,CONDIMENTS,"Salad Dressings, commercial, bottled",10-12 months,unopened,SHELF
50140,5,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",2-5 years,unopened,SHELF
50140,6,DIARY,"Aerosol can, real whipped cream",3-4 weeks,,REFRIGERATED
50140,7,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED
50140,8,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED
50140,9,SHELLFISH,"Shrimp, scallops, crayfish, squid",3-6 months,,FROZEN
50140,10,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED
50140,11,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",3-4 weeks,,REFRIGERATED
50140,12,FISH,"Cooked fish, all",1-2 months,,FROZEN
50141,1,VEGETABLES,Beets,1 day,,SHELF
50141,2,BAKERY,"Cakes, chocolate",4 months,,FROZEN
50141,3,BAKING,"Flour, white",6-12 months,unopened,SHELF
50141,4,CRACKERS,Crackers,1 month,opened,SHELF
50141,5,BAKERY,"Pies, pumpkin",2 hours,,SHELF
50141,6,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED
50141,7,CONDIMENTS,"Salsa, picante & taco sauces",1 month,opened,REFRIGERATED
50141,8,SHELF_ITEM,"Rice, brown",1 year,unopened,SHELF
50141,9,SHELLFISH,Live lobsters,2-3 months,,FROZEN
50141,10,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN
50141,11,FRUIT,Avocados,,Do not freeze,FROZEN
50142,1,SHELF_ITEM,"Spices, whole",2-4 years,unopened,SHELF
50142,2,BAKERY,"Cakes, fruit cake",1 month,,SHELF
50142,3,DIARY,"Dips, sour cream based",,Do not freeze,FROZEN
50142,4,VEGETABLES,Garlic,1 month,,FROZEN
50142,5,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED
50142,6,SMOKEDFISH,Herring,2 months,,FROZEN
50142,7,DIARY,Pudding,Package date,unopened,REFRIGERATED
50142,8,VEGETABLES,Okra,2-3 days,,REFRIGERATED
50142,9,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED
50142,10,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50142,11,FROZEN_ITEM,"Sausages, uncooked",1-2 days,,THAWED
50142,12,SHELF_ITEM,"Nuts, jars or cans",4-6 months,opened,REFRIGERATED
50142,13,FRUIT,Coconuts,1 week,fresh,SHELF
50143,1,SHELF_ITEM,Spaghetti sauce in jars,18 months,unopened,SHELF
50143,2,SHELF_ITEM,"Nuts, jars or cans",4-6 months,opened,REFRIGERATED
50143,3,DIARY,Pudding,Package date,unopened,REFRIGERATED
50143,4,BAKERY,"Eclairs, dairy cream filled",3-4 days,,REFRIGERATED
50143,5,DIARY,"Cream, whipping, ultrapasteurized",1 month,,REFRIGERATED
50143,6,SHELF_ITEM,"Beans, Dried",12 months,opened,SHELF
50143,7,BAKERY,"Cookies, bakery or homemade",8-12 months,,FROZEN
50143,8,FROZEN_ITEM,"Fruit such as berries, melons",4-5 days,,THAWED
50143,9,SHELF_ITEM,"Soup mixes, dry bouillon",12 months,unopened,SHELF
50143,10,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED
50143,11,FRUIT,"Pears, Plums",,Do not freeze,FROZEN
50143,12,PESTO,Pesto or Sala,1-2 months,,FROZEN
50143,13,SHELF_ITEM,"Syrup, pancake",12 months,unopened,SHELF
50144,1,SHELF_ITEM,"Herbs, dried",1-2 years,unopened,SHELF
50144,2,SHELF_ITEM,"Coffee, instant, jars and tins",2-3 months,opened,SHELF
50144,3,DIARY,"Cottage cheese, ricotta",,Do not freeze,FROZEN
50144,4,SHELF_ITEM,"Soup mixes, dry bouillon",12 months,opened,SHELF
50144,5,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50144,6,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED
50144,7,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED
50144,8,PROCESSED_POULTRY,"Lunch meats, after opening",3-5 days,,REFRIGERATED
50144,9,DIARY,Margarine,6 months,,REFRIGERATED
50144,10,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",2-5 years,unopened,SHELF
50144,11,FROZEN_ITEM,Juice concentrates,7-10 days,,THAWED
50144,12,VEGETABLES,"Peppers, bell or chile",6-8 months,,FROZEN
50145,1,DELI_ITEM,Olives,,Do not freeze,FROZEN
50145,2,BEVERAGES,"Juice in cartons, fruit drinks, punch",8-12 months,,FROZEN
50145,3,COOKIES,"Cookies, packaged",2 months,unopened,SHELF
50145,4,SHELF_ITEM,"Peanut butter, commercial",6-9 months,unopened,SHELF
50145,5,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED
50145,6,SHELF_ITEM,Vinegar,12 months,opened,SHELF
50145,7,SHELF_ITEM,Vinegar,12 months,opened,SHELF
50145,8,BAKERY,"Cakes, chiffon, sponge",2 months,,FROZEN
50145,9,VEGETABLES,"Peppers, bell or chile",6-8 months,,FROZEN
50145,10,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN
50145,11,VEGETABLES,Celery,1-2 weeks,,REFRIGERATED
50146,1,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN
50146,2,CONDIMENTS,"Barbecue sauce, bottled",4 months,opened,REFRIGERATED
50146,3,BAKING,"Cornmeal, stone ground or blue",2-3 months,opened,REFRIGERATED
50146,4,FROZEN_ITEM,"Burritos, sandwiches",3-4 days,,THAWED
50146,5,CONDIMENTS,Mustard,12 months,unopened,SHELF
50146,6,VEGETABLES,Beets,1 day,,SHELF
50146,7,FRUIT,Apricots,2-3 days,,REFRIGERATED
50146,8,SHELF_ITEM,"Coffee, instant, jars and tins",2-3 months,opened,SHELF
50146,9,BAKERY,"Cakes, fruit cake",12 months,,FROZEN
50146,10,VEGETABLES,"Squash, winter",1 week,,SHELF
50146,11,SHELF_ITEM,"Garlic, commercial jars",8 months,unopened,SHELF
50146,12,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN
50147,1,BAKERY,"Cakes, chocolate",1-2 days,,SHELF
50147,2,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN
50147,3,DOUGH,Ready-to-bake pie crust,2 months,,FROZEN
50147,4,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED
50147,5,PROCESSED_MEAT,"Hot dogs, sealed in package",1-2 months,,FROZEN
50147,6,FRESH_POULTRY,Giblets,3-4 months,,FROZEN
50147,7,SOY,"Soy or rice beverage, soy beverage powders",6 months,unopened,SHELF
50147,8,SHELF_ITEM,"Mushrooms, dried",6 months,unopened,SHELF
50147,9,BAKERY,Cheesecake,1 week,,REFRIGERATED
50147,10,FRESH_MEAT,Cooked meats (after home cooking),3-4 days,,REFRIGERATED
50147,11,SHELF_ITEM,"Spices, paprika, red pepper, & chili powder",2 years,unopened,SHELF
50147,12,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED
50148,1,CONDIMENTS,"Salsa, picante & taco sauces",12 months,unopened,SHELF
50148,2,VEGETABLES,Corn on the cob,8 months,,FROZEN
50148,3,BAKERY,"Pies, fruit",8 months,,FROZEN
50148,4,BAKERY,Muffins,1 week,,REFRIGERATED
50148,5,SHELF_ITEM,"Spices, whole",2-4 years,opened,SHELF
50148,6,FRESH_POULTRY,Giblets,1-2 days,,REFRIGERATED
50148,7,SHELF_ITEM,Vinegar,2 years,unopened,SHELF
50148,8,SHELF_ITEM,"Rice, white or wild",6 months,opened,REFRIGERATED
50148,9,BAKING,"Frosting, canned",10 months,unopened,SHELF
50148,10,CRACKERS,Crackers,1 month,opened,SHELF
50148,11,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",12 months,unopened,SHELF
50149,1,SHELF_ITEM,Tapioca,12 months,unopened,SHELF
50149,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED
50149,3,PROCESSED_POULTRY,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED
50149,4,FROZEN_ITEM,Vegetables,8 months,,FROZEN
50149,5,SOY,Miso,3 months,,REFRIGERATED
50149,6,FRUIT,Melons,1-2 days,,SHELF
50149,7,SHELF_ITEM,"Baby food, jars or cans, fruits & vegetables",Use-by date,unopened,SHELF
50149,8,VEGETABLES,"Artichokes, whole",1-2 weeks,,REFRIGERATED
50149,9,VEGETABLES,"Onions, dry",10-12 months,,FROZEN
50149,10,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,2 weeks,,REFRIGERATED
50149,11,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED
50149,12,VEGETABLES,Turnips,8-10 months,,FROZEN
50149,13,FRUIT,Citrus Fruit,10 days,,SHELF
50149,14,FRESH_MEAT,"Beef, lamb, pork or veal chops, steaks,roasts",4-12 months,,FROZEN
50149,15,PROCESSED_POULTRY,"Chicken nuggets, patties",1-3 months,,FROZEN
50149,16,FRUIT,Apples,8 months,Cooked,FROZEN
50149,17,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED
50150,1,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN
50150,2,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",12 months,unopened,SHELF
50150,3,BAKERY,"Bread, flat (tortillas, pita)",4-7 days,,REFRIGERATED
50150,4,DELI_ITEM,Meats covered with gravy or broth,6 months,,FROZEN
50150,5,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50150,6,VEGETABLES,Ginger Root,1 month,,FROZEN
50150,7,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED
50150,8,SHELF_ITEM,"Extracts, vanilla, lemon, etc.",1 year,opened,SHELF
50150,9,VEGETABLES,Ginger Root,1 month,,FROZEN
50150,10,SHELF_ITEM,Pudding mixes,3-4 months,opened,SHELF
50150,11,FROZEN_ITEM,Juice concentrates,7-10 days,,THAWED
50150,12,BAKING,Cocoa and Cocoa Mixes,Indefinitely,unopened,SHELF
50150,13,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",3-4 months,,FROZEN
50150,14,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED
50150,15,VEGETABLES,Ginger Root,1-2 days,,SHELF
50151,1,DELI_ITEM,"Fruit, cut",,Do not freeze,FROZEN
50151,2,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED
50151,3,FROZEN_ITEM,Guacamole,3-4 months,,FROZEN
50151,4,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 days,opened,REFRIGERATED
50151,5,VEGETABLES,Garlic,1 month,,SHELF
50151,6,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED
50151,7,CONDIMENTS,Mustard,12 months,unopened,SHELF
50151,8,SHELF_ITEM,"Oils, vegetable oil sprays",2 years,unopened,SHELF
50151,9,SHELF_ITEM,"Mushrooms, dried",3 months,opened,SHELF
50151,10,PROCESSED_POULTRY,"Lunch meats, sealed in package",1-2 months,,FROZEN
50151,11,FRUIT,Apples,8 months,Cooked,FROZEN
50151,12,VEGETABLES,Rutabagas,8-10 months,,FROZEN
50151,13,DIARY,"Shredded cheddar, mozzarella, etc.",1 month,,REFRIGERATED
50151,14,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED
50151,15,DIARY,Margarine,6 months,,REFRIGERATED
50151,16,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED
50152,1,SHELF_ITEM,"Tea, bags",12 months,opened,SHELF
50152,2,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",2 weeks,opened,REFRIGERATED
50152,3,SHELF_ITEM,"Rice, white or wild",6 months,opened,REFRIGERATED
50152,4,FRESH_POULTRY,"Chicken or turkey, parts",9 months,,FROZEN
50152,5,FRESH_MEAT,"Beef, lamb, pork or veal chops, steaks,roasts",4-12 months,,FROZEN
50152,6,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED
50152,7,VEGETABLES,"Broccoli, raab, rapini",3-5 days,,REFRIGERATED
50152,8,SHELF_ITEM,"Herbs, dried",1 year,"Cool, dark place",SHELF
50152,9,SHELF_ITEM,"Sugar, granulated",2 years,,SHELF
50152,10,PROCESSED_MEAT,"Hot dogs, sealed in package",1-2 months,,FROZEN
50152,11,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED
50152,12,FRESH_POULTRY,"Chicken or turkey, whole",1-2 days,,REFRIGERATED
50152,13,FRUIT,"Papaya, mango",,Do not freeze,FROZEN
50152,14,CONDIMENTS,Mustard,1 month,opened,SHELF
50152,15,FRUIT,Citrus Fruit,,Do not freeze,FROZEN
50153,1,PESTO,Pesto or Sala,package date,unopened,REFRIGERATED
50153,2,SHELLFISH,"Shucked clams, mussels and oysters",3-4 months,,FROZEN
50153,3,VEGETABLES,Garlic,1 month,,FROZEN
50153,4,SHELF_ITEM,Vinegar,12 months,opened,SHELF
50153,5,SHELF_ITEM,"Juice, boxes",4-6 months,unopened,SHELF
50153,6,BAKERY,"Bread, commercial*",7-14 days,,REFRIGERATED
50153,7,SHELF_ITEM,"Gelatin, flavored",18 months,unopened,SHELF
50153,8,DIARY,"Egg substitutes, liquid",3 days,opened,REFRIGERATED
50153,9,DIARY,Sour cream,Do not freeze,,FROZEN
50153,10,VEGETABLES,Garlic,1-2 weeks,,REFRIGERATED
50153,11,SHELF_ITEM,"Gelatin, unflavored",3 years,unopened,SHELF
50154,1,FRUIT,"Papaya, mango",1 week,,REFRIGERATED
50154,2,SHELF_ITEM,"Gravy, jars and cans",2-5 years,unopened,SHELF
50154,3,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED
50154,4,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 months,,FROZEN
50154,5,FRUIT,Apples,1-2 days,,SHELF
50154,6,SHELF_ITEM,"Oils, olive or vegetable",1-3 months,opened,SHELF
50154,7,SHELF_ITEM,"Tea, instant",6-12 months,opened,SHELF
50154,8,BAKERY,"Pastries, danish",2 months,,FROZEN
50154,9,BAKING,"Cake, Brownie, Bread Mixes",12-18 months,unopened,SHELF
50154,10,DIARY,"Whipped, sweetened",1 day,,REFRIGERATED
50154,11,SOY,"Soy or rice beverage, shelf stable",7-10 days,opened,REFRIGERATED
50154,12,SHELF_ITEM,"Oils, olive or vegetable",6 months,unopened,SHELF
50154,13,SHELF_ITEM,"Tea, loose",6-12 months,opened,SHELF
50155,1,FRUIT,"Papaya, mango",,Do not freeze,FROZEN
50155,2,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50155,3,FRUIT,"Papaya, mango",1 week,,REFRIGERATED
50155,4,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50155,5,SHELF_ITEM,"Gelatin, unflavored",3 years,unopened,SHELF
50155,6,BAKERY,"Pies, mincemeat",1 week,,REFRIGERATED
50155,7,BAKERY,"Cakes, pound cake",6 months,,FROZEN
50155,8,SOY,"Soy or rice beverage, Textured soy protein (TSP)",3-4 months,opened,SHELF
50155,9,DIARY,Buttermilk,3 months,,FROZEN
50155,10,SOY,"Soy or rice beverage, shelf stable",3 months or use-by date,unopened,SHELF
50155,11,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",,Do not freeze,FROZEN
50155,12,BAKERY,"Croissants, butter",2 months,,FROZEN
50155,13,BAKERY,Quiche,2 months,,FROZEN
50155,14,FRESH_POULTRY,Giblets,3-4 months,,FROZEN
50155,15,SHELLFISH,"Crab meat, fresh",1-2 days,,REFRIGERATED
50155,16,PASTA,"Pasta, fresh",2 months,,FROZEN
50155,17,DELI_ITEM,"Main dishes or meals, hot or refrigerated",3-4 days,,REFRIGERATED
50155,18,SHELF_ITEM,"Peanut butter, commercial",2-3 months,opened,SHELF
50156,1,DIARY,"Egg substitutes, liquid",,Do not freeze,FROZEN
50156,2,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50156,3,SHELF_ITEM,"Rice, flavored or herb mixes",6 months,unopened,SHELF
50156,4,VEGETABLES,Cauliflower,3-5 days,,REFRIGERATED
50156,5,BAKERY,"Cakes, chiffon, sponge",1-2 day,,SHELF
50156,6,FROZEN_ITEM,Lobster tails,3 months,,FROZEN
50156,7,BAKERY,Muffins,2 months,,FROZEN
50156,8,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN
50156,9,SHELF_ITEM,"Baby food, jars or cans, fruits & vegetables",2-3 days,opened,REFRIGERATED
50156,10,FROZEN_ITEM,Bagels,2 months,,FROZEN
50156,11,VEGETABLES,"Beans, green or wax",8 months,,FROZEN
50156,12,PROCESSED_POULTRY,Rotisserie chicken,4 months,,FROZEN
50156,13,SMOKEDFISH,"Salmon, whitefish, cold-smoked",5-8 days,,REFRIGERATED
50156,14,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED
50156,15,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED
50156,16,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED
50157,1,SHELF_ITEM,Pectin,1 month,opened,SHELF
50157,2,SHELLFISH,"Crab meat, fresh",4 months,,FROZEN
50157,3,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN
50157,4,DIARY,"Egg substitutes, liquid",,Do not freeze,FROZEN
50157,5,DIARY,"Cottage cheese, ricotta",1 week,,REFRIGERATED
50157,6,DIARY,"Eggs, in shell",,Do not freeze,FROZEN
50157,7,SHELF_ITEM,"Nuts, jars or cans",1 month,opened,SHELF
50157,8,SHELF_ITEM,"Baby food, cereal, dry mixes",2 months,opened,SHELF
50157,9,SHELF_ITEM,"Syrup, pancake",12 months,unopened,SHELF
50157,10,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED
50157,11,VEGETABLES,"Lettuce, leaf",,Do not freeze,FROZEN
50157,12,SHELF_ITEM,"Pasta, dry, without eggs",2 years,unopened,SHELF
50158,1,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50158,2,DIARY,"Cream, half-and-half",4 months,,FROZEN
50158,3,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN
50158,4,SHELF_ITEM,"Gravy, dry gravy mixes",2 years,unopened,SHELF
50158,5,SHELF_ITEM,"Jerky, commercially dried",12 months,unopened,SHELF
50158,6,DIARY,"Egg substitutes, liquid",,Do not freeze,FROZEN
50158,7,DELI_ITEM,"Luncheon meats, store-sliced",3-5 days,,REFRIGERATED
50158,8,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED
50158,9,FROZEN_ITEM,Lobster tails,3 months,,FROZEN
50158,10,SHELF_ITEM,"Gelatin, flavored",3-4 months,opened,SHELF
50158,11,SHELF_ITEM,"Popcorn, dry kernels in jar",1 year,opened,SHELF
50158,12,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 months,unopened,SHELF
50158,13,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 months,unopened,SHELF
50158,14,VEGETABLES,Leeks,1-2 weeks,,REFRIGERATED
50158,15,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50159,1,PROCESSED_MEAT,Bacon,1 month,,FROZEN
50159,2,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 days,opened,REFRIGERATED
50159,3,SHELF_ITEM,"Rice, white or wild",1 year,opened,SHELF
50159,4,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED
50159,5,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50159,6,BAKERY,"Cakes, fruit cake",12 months,,FROZEN
50159,7,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED
50159,8,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",1 week,opened,SHELF
50159,9,FISH,"Caviar, fresh, in jar",,Do not freeze,FROZEN
50159,10,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED
50159,11,VEGETABLES,Beets,7-10 days,,REFRIGERATED
50159,12,FRUIT,Avocados,,Do not freeze,FROZEN
50159,13,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED
50159,14,FRUIT,Avocados,,Do not freeze,FROZEN
50159,15,BAKING,"Cornmeal, stone ground or blue",2-3 months,opened,REFRIGERATED
50159,16,DIARY,Buttermilk,3 months,,FROZEN
50159,17,VEGETABLES,Okra,2-3 days,,REFRIGERATED
50159,18,SHELF_ITEM,"Rice, flavored or herb mixes",,Use all,SHELF
50160,1,CONDIMENTS,Mustard,12 months,opened,REFRIGERATED
50160,2,SHELF_ITEM,"Sauce mixes, nondairy (spaghetti, taco, etc.)",Use entire amount,opened,SHELF
50160,3,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED
50160,4,PROCESSED_MEAT,"Hot dogs, sealed in package",2 weeks,,REFRIGERATED
50160,5,SHELF_ITEM,"Peas, dried split",12 months,unopened,SHELF
50160,6,BAKING,Cocoa and Cocoa Mixes,1 year,opened,SHELF
50160,7,SHELF_ITEM,"Herbs, dried",1 year,"Cool, dark place",SHELF
50160,8,SHELF_ITEM,"Rice, brown",1 year,unopened,SHELF
50160,9,CONDIMENTS,"Mayonnaise, commercial",2 months,opened,REFRIGERATED
50160,10,SHELLFISH,"Crab meat, pasteurized",6 months,unopened,REFRIGERATED
50160,11,VEGETABLES,"Squash, winter",10-12 months,,FROZEN
50160,12,FRUIT,Citrus Fruit,,Do not freeze,FROZEN
50160,13,BAKING,"Frosting, Frosting mixes",12 months,unopened,SHELF
50160,14,DIARY,Kefir (fermented milk),,Do not freeze,FROZEN
50161,1,SHELF_ITEM,"Soup mixes, dry bouillon",12 months,unopened,SHELF
50161,2,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",1-2 days,,REFRIGERATED
50161,3,BAKERY,"Eclairs, dairy cream filled",3-4 days,,REFRIGERATED
50161,4,CRACKERS,Crackers,8 months,unopened,SHELF
50161,5,SHELF_ITEM,"Milk, canned evaporated",4-5 days,opened,REFRIGERATED
50161,6,BAKERY,"Rolls, yeast, partially baked",Package date,,SHELF
50161,7,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED
50161,8,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",1-2 months,,FROZEN
50161,9,FRESH_POULTRY,Giblets,1-2 days,,REFRIGERATED
50161,10,DIARY,Pudding,2 days,opened,REFRIGERATED
50161,11,FRUIT,Apples,3 weeks,,REFRIGERATED
50161,12,BAKERY,"Pies, pumpkin",2 hours,,SHELF
50161,13,SHELF_ITEM,Commercially popped in bags,1-2 weeks,opened,SHELF
50161,14,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED
50162,1,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED
50162,2,SHELF_ITEM,Diet powder mixes,3 months,opened,SHELF
50162,3,BAKERY,"Cakes, pound cake",6 months,,FROZEN
50162,4,CONDIMENTS,"Mayonnaise, commercial",2 months,opened,REFRIGERATED
50162,5,VEGETABLES,Asparagus,8 months,,FROZEN
50162,6,BAKING,Biscuit or pancake mix,Pkg use-by date,opened,SHELF
50162,7,DELI_ITEM,Meats covered with gravy or broth,6 months,,FROZEN
50162,8,SOY,"Soy or rice beverage, refrigerated",,Do not freeze,FROZEN
50162,9,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN
50162,10,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",2-3 months,,FROZEN
50162,11,DIARY,"Egg substitutes, liquid",,Do not freeze,FROZEN
50162,12,DIARY,"Eggs, in shell",,Do not freeze,FROZEN
50162,13,VEGETABLES,Brussels sprouts,10-12 months,,FROZEN
50163,1,CRACKERS,Crackers,3-4 months,opened,REFRIGERATED
50163,2,FRUIT,Apricots,,Do not freeze,FROZEN
50163,3,BAKERY,"Rolls, yeast, baked",2 months,,FROZEN
50163,4,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, cans",9 mos. after date,unopened,SHELF
50163,5,SHELF_ITEM,"Bacon Bits, Imitation",refer to jar,opened,REFRIGERATED
50163,6,CONDIMENTS,Chutney,1-2 months,opened,REFRIGERATED
50163,7,FROZEN_ITEM,"Pancakes, Waffles",3-4 days,,THAWED
50163,8,PROCESSED_MEAT,"Ham, fully cooked, whole",1-2 months,,FROZEN
50163,9,SHELF_ITEM,"Potatoes, instant",6-12 months,unopened,SHELF
50163,10,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50163,11,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50163,12,VEGETABLES,Asparagus,3-4 days,,REFRIGERATED
50164,1,VEGETABLES,Eggplant,6-8 months,,FROZEN
50164,2,SHELF_ITEM,Worcestershire Sauce,1 year,unopened,SHELF
50164,3,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED
50164,4,VEGETABLES,Garlic,1 month,,FROZEN
50164,5,VEGETABLES,Okra,2-3 days,,REFRIGERATED
50164,6,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED
50164,7,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN
50164,8,FISH,Surimi seafood,3-4 days,,REFRIGERATED
50164,9,SHELF_ITEM,Dry egg noodles,1-2 months,opened,SHELF
50164,10,SHELF_ITEM,Commercially microwave packets,12 months,unopened,SHELF
50164,11,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",2-5 years,unopened,SHELF
50164,12,SHELF_ITEM,"Canned goods, high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",5-7 days,opened,REFRIGERATED
50164,13,BAKERY,"Cakes, chiffon, sponge",1-2 day,,SHELF
50164,14,FRESH_POULTRY,"Duckling or goose, whole",1-2 days,,REFRIGERATED
50164,15,SHELF_ITEM,"Spices, ground",2-3 years,opened,SHELF
50164,16,BAKERY,Cheesecake,1 week,,REFRIGERATED
